Id,Opponent,DateTime,Serie,Result,ResultCode,Stadion,Home_match,HomeMatchInfo,FullInfo,Referee
16091,FC Inter,25.10.2015 13.00.00,Veikkausliiga,2-0,1,Bolt Arena,True,Home,Veikkausliiga 25.10.2015 13.00 HIFK - FC Inter 2-0     Bolt Arena,
16090,Ilves,18.10.2015 18.30.00,Veikkausliiga,1-3,1,Tammelan Stadion,False,Away,Veikkausliiga 18.10.2015 18.30 Ilves - HIFK 1-3     Tammelan Stadion,
16089,FC Lahti,15.10.2015 18.30.00,Veikkausliiga,3-3,0,Bolt Arena,True,Home,Veikkausliiga 15.10.2015 18.30 HIFK - FC Lahti 3-3     Bolt Arena,
20149,KTP,4.10.2015 15.00.00,Veikkausliiga,1-0,2,Arto Tolsa Areena,False,Away,Veikkausliiga 04.10.2015 15.00 KTP - HIFK 1-0     Arto Tolsa Areena,
16087,SJK,28.9.2015 18.30.00,Veikkausliiga,1-0,1,Bolt Arena,True,Home,Veikkausliiga 28.09.2015 18.30 HIFK - SJK 1-0     Bolt Arena,
16086,KTP,23.9.2015 18.30.00,Veikkausliiga,0-0,0,Bolt Arena,True,Home,Veikkausliiga 23.09.2015 18.30 HIFK - KTP 0-0     Bolt Arena,
16085,FC Lahti,20.9.2015 18.30.00,Veikkausliiga,0-5,1,Lahden kisapuisto,False,Away,Veikkausliiga 20.09.2015 18.30 FC Lahti - HIFK 0-5     Lahden kisapuisto,
16084,VPS,17.9.2015 18.30.00,Veikkausliiga,0-3,2,Bolt Arena,True,Home,Veikkausliiga 17.09.2015 18.30 HIFK - VPS 0-3     Bolt Arena,
16083,KuPS,14.9.2015 18.30.00,Veikkausliiga,1-3,2,Bolt Arena,True,Home,Veikkausliiga 14.09.2015 18.30 HIFK - KuPS 1-3     Bolt Arena,
16082,IFK Mariehamn,10.9.2015 18.30.00,Veikkausliiga,1-0,2,Wiklöf Holding Arena,False,Away,Veikkausliiga 10.09.2015 18.30 IFK Mariehamn - HIFK 1-0     Wiklöf Holding Arena,
16081,VPS,30.8.2015 18.30.00,Veikkausliiga,3-0,1,Bolt Arena,True,Home,Veikkausliiga 30.08.2015 18.30 HIFK - VPS 3-0     Bolt Arena,
16080,HJK,24.8.2015 18.30.00,Veikkausliiga,1-1,0,Bolt Arena,False,Away,Veikkausliiga 24.08.2015 18.30 HJK - HIFK 1-1     Bolt Arena,
16079,RoPS,17.8.2015 18.30.00,Veikkausliiga,1-1,0,Bolt Arena,True,Home,Veikkausliiga 17.08.2015 18.30 HIFK - RoPS 1-1     Bolt Arena,
16078,KuPS,9.8.2015 16.00.00,Veikkausliiga,2-0,2,Savon Sanomat Areena,False,Away,Veikkausliiga 09.08.2015 16.00 KuPS - HIFK 2-0     Savon Sanomat Areena,
16077,Ilves,1.8.2015 16.00.00,Veikkausliiga,2-2,0,Bolt Arena,True,Home,Veikkausliiga 01.08.2015 16.00 HIFK - Ilves 2-2     Bolt Arena,
16076,FF Jaro,25.7.2015 16.00.00,Veikkausliiga,0-2,1,Pietarsaaren keskuskenttä,False,Away,Veikkausliiga 25.07.2015 16.00 FF Jaro - HIFK 0-2     Pietarsaaren keskuskenttä,
16075,SJK,19.7.2015 18.30.00,Veikkausliiga,4-1,2,OmaSp Stadion,False,Away,Veikkausliiga 19.07.2015 18.30 SJK - HIFK 4-1     OmaSp Stadion,
16074,HJK,6.7.2015 18.30.00,Veikkausliiga,1-1,0,Bolt Arena,False,Away,Veikkausliiga 06.07.2015 18.30 HJK - HIFK 1-1     Bolt Arena,
16073,IFK Mariehamn,28.6.2015 18.30.00,Veikkausliiga,1-1,0,Bolt Arena,True,Home,Veikkausliiga 28.06.2015 18.30 HIFK - IFK Mariehamn 1-1     Bolt Arena,
16072,VPS,25.6.2015 18.30.00,Veikkausliiga,0-2,1,Elisa Stadion,False,Away,Veikkausliiga 25.06.2015 18.30 VPS - HIFK 0-2     Elisa Stadion,
16071,FC Inter,22.6.2015 18.30.00,Veikkausliiga,3-1,2,Veritas Stadion,False,Away,Veikkausliiga 22.06.2015 18.30 FC Inter - HIFK 3-1     Veritas Stadion,
16070,RoPS,16.6.2015 18.30.00,Veikkausliiga,1-1,0,Bolt Arena,True,Home,Veikkausliiga 16.06.2015 18.30 HIFK - RoPS 1-1     Bolt Arena,
16069,FF Jaro,7.6.2015 14.00.00,Veikkausliiga,0-0,0,Bolt Arena,True,Home,Veikkausliiga 07.06.2015 14.00 HIFK - FF Jaro 0-0     Bolt Arena,
16068,FC Lahti,3.6.2015 18.30.00,Veikkausliiga,2-0,2,Lahden kisapuisto,False,Away,Veikkausliiga 03.06.2015 18.30 FC Lahti - HIFK 2-0     Lahden kisapuisto,
16067,KuPS,25.5.2015 18.30.00,Veikkausliiga,1-1,0,Bolt Arena,True,Home,Veikkausliiga 25.05.2015 18.30 HIFK - KuPS 1-1     Bolt Arena,
16066,KTP,21.5.2015 18.30.00,Veikkausliiga,1-2,1,Arto Tolsa Areena,False,Away,Veikkausliiga 21.05.2015 18.30 KTP - HIFK 1-2     Arto Tolsa Areena,
16065,FF Jaro,17.5.2015 17.00.00,Veikkausliiga,3-2,1,Bolt Arena,True,Home,Veikkausliiga 17.05.2015 17.00 HIFK - FF Jaro 3-2     Bolt Arena,
16064,Ilves,14.5.2015 14.00.00,Veikkausliiga,1-1,0,Tammelan Stadion,False,Away,Veikkausliiga 14.05.2015 14.00 Ilves - HIFK 1-1     Tammelan Stadion,
16063,FC Inter,8.5.2015 18.30.00,Veikkausliiga,2-1,1,Bolt Arena,True,Home,Veikkausliiga 08.05.2015 18.30 HIFK - FC Inter 2-1     Bolt Arena,
16062,SJK,3.5.2015 16.00.00,Veikkausliiga,2-0,2,OmaSp Stadion,False,Away,Veikkausliiga 03.05.2015 16.00 SJK - HIFK 2-0     OmaSp Stadion,
